ID,LoanApproved
0,0.9994967478131709
1,0.0005348690368741967
2,0.9998026933982679
3,0.9991930518429049
4,0.9957029987106517
5,0.00042807655403258907
6,0.9999598321112092
7,0.9989093318338963
8,0.8451892471426035
9,0.00013035520569092587
10,0.9865967405172306
11,0.8839996189521817
12,0.11219411765574332
13,0.999761900092394
14,0.9899749966046374
15,0.007832031181128343
16,0.9999478936427356
17,0.9975659827893388
18,0.0001277558206566795
19,0.00013097039090335146
20,0.00013772637398230117
21,0.9994146293166323
22,0.004998203531725511
23,0.4540507214596336
24,0.31025953489344027
25,0.9999140107738221
26,0.9990368885568598
27,0.9998152378105596
28,0.0006442449246755579
29,0.000490574021728041
30,0.9972903768352589
31,0.004299648580333357
32,0.9846398493852756
33,0.9919969827209849
34,0.9982956360856979
35,0.9996072716887977
36,0.0022530117175929977
37,0.01736713798409115
38,0.9226619236179241
39,0.0010656028872226132
40,0.0001418577063323432
41,0.8833421383789513
42,0.005007538859358755
43,0.9998261036454399
44,0.6009870352451743
45,0.9994266992979368
46,0.995463598384146
47,0.0001272900900651118
48,0.9999367863173692
49,0.9983687658538641
50,0.00014429182723960983
51,0.011406323202013634
52,0.030005383505189148
53,0.9996541134484787
54,0.9359438898433587
55,0.8184884954591333
56,0.014231665141083793
57,0.9992143783455513
58,0.9987112085304326
59,0.0009996123077511884
60,0.0023229243542930676
61,0.00046318725084811235
62,0.9956638554830535
63,0.00021838599361883234
64,0.9994262368007498
65,0.9979016903039202
66,0.0002795171103172471
67,7.690400652041564e-05
68,0.9992858193178629
69,0.00010973065062057332
70,0.9990449887074087
71,0.999757388140566
72,0.00017319987834100862
73,0.023520037341993802
74,0.002082382575526459
75,0.00012132205617373434
76,9.642846561841193e-05
77,0.9998223222848792
78,0.04650362739196722
79,0.001340987518261897
80,0.00022471016830554843
81,0.6622764231682845
82,0.00027968534638080176
83,0.9936531617724719
84,4.388726676828812e-05
85,7.716986401082227e-05
86,0.0005788749554068496
87,0.9998374678198545
88,0.9945196806315026
89,0.04164711276920398
90,0.9934718205313832
91,0.9944882735784132
92,0.9079753875790858
93,0.9999136963203491
94,0.9151845856459887
95,0.9966365176499838
96,0.9993120217346431
97,0.00012472428949312928
98,0.9349704991847736
99,0.003835600768255273
100,0.999289582025144
101,0.9996625933252147
102,0.00011835815013303489
103,0.00010980323503430625
104,0.9997059822863748
105,0.0003892505851042967
106,0.0005317116126513481
107,0.00012972018310936212
108,0.9994246815777745
109,0.001169551167579796
110,0.00017761973840780014
111,0.00045041966085911084
112,0.0004187216235595105
113,0.007666069334446963
114,0.0003065657003616829
115,0.993895337095928
