ID,RiskScore
0,32.312441974014305
1,53.24417372044651
2,27.983515168153012
3,35.84774788124598
4,34.52641994819911
5,69.71588809244508
6,30.463317502845538
7,32.644478370148605
8,35.48437893801474
9,65.43238306332876
10,32.4814833163261
11,30.915927764149817
12,70.30752545629542
13,38.119960858776956
14,33.60553844988306
15,56.252355486397136
16,22.097925981456527
17,34.33747797922882
18,65.96112936844676
19,55.623821158686795
20,72.64596177128968
21,33.76100414132201
22,71.08522441229124
23,43.854762564154164
24,49.05003603356732
25,27.240098951351193
26,29.845415254031288
27,26.49723349307796
28,54.85401871275262
29,78.06097862873958
30,29.648686555622277
31,67.76503392782759
32,32.81862296989418
33,30.425373108462995
34,39.054295665909066
35,37.90662471302659
36,67.63469543228364
37,54.754252201455344
38,52.27832577054325
39,74.41918272465786
40,69.84530322819798
41,45.014979348322534
42,82.5385980416014
43,20.43933490058192
44,52.13642217091814
45,30.23740782314231
46,32.599396864425294
47,68.26163755713006
48,28.48322519906805
49,37.432501271447265
50,69.22874960501203
51,59.050039430591724
52,42.763357908306176
53,23.5323282262266
54,31.08942598171685
55,37.91007901754831
56,71.66924653406937
57,34.91076235534595
58,41.24894927026094
59,63.116395800258914
60,66.83290518314485
61,47.27892757738972
62,31.148785742999696
63,87.34026036696193
64,28.981508921387665
65,34.01415260201177
66,63.85043663144009
67,62.71308034565596
68,38.7662265235987
69,70.51137011279417
70,35.69128072421951
71,41.500620888757624
72,52.05454231093985
73,49.191982489294425
74,45.745910382826246
75,67.3533707973085
76,67.59582948176303
77,25.04689614085494
78,53.48276942943102
79,61.39845147751497
80,69.19339501388329
81,55.836049109707105
82,60.628112183257976
83,33.91171080775529
84,68.75700507235462
85,74.10244836069032
86,64.41987375111984
87,23.711250323058763
88,35.57540014758215
89,71.57320661437937
90,34.901204034234205
91,43.56913856151087
92,40.95455826994327
93,30.33841813577623
94,38.02689993643561
95,37.90341544907851
96,32.045824743626795
97,69.82506127507764
98,37.23516032935732
99,65.76110770782006
100,33.78101085217817
101,33.595038233559634
102,69.12653882387596
103,75.04957375341579
104,32.70813402527399
105,78.90284594528923
106,75.8310163536153
107,69.83265367901214
108,37.8421013443145
109,70.15205238268096
110,52.272486733398914
111,67.36026969009787
112,77.32564364672982
113,56.66576923136277
114,67.81366134929085
115,31.39309408779427
116,70.42596503129403
117,54.62885103918857
118,40.51231316941959
119,44.29229819681083
120,22.65599163992779
121,76.37883922175975
122,34.107417258805995
123,51.60834781343172
124,33.073074503245564
125,59.671232019212425
126,20.60242690219004
127,27.886189634485923
128,34.23602617521145
129,63.15518860939825
130,29.978749918116357
131,70.44615287791407
132,71.3000944022578
133,78.5788361090026
134,25.028668105928567
135,36.79414763524472
136,21.908921449721518
137,41.51867077489495
138,31.659929785053997
139,49.22183457539755
140,40.380477713943876
141,38.00890856400212
142,26.71416287009559
143,26.433198306842996
144,65.25714789382762
145,32.5425681330639
146,44.276213935394466
147,64.62168127254267
148,67.87237423957023
149,70.86786197135618
150,44.42062552310179
151,32.80219103458292
152,74.97434985163937
153,48.057086034809394
154,61.43614252725813
155,31.08345338983208
156,68.95935113633195
157,62.393405438182185
158,68.72811024791483
159,73.81624991111237
160,33.253764898936495
161,37.08838361806709
162,72.29217816231042
163,38.276276948027906
164,38.24092739861234
165,52.069613994426255
166,38.08057300123657
167,34.266633095633395
168,35.75150894216577
169,30.46610062530555
170,38.77733857557554
171,51.805703128340916
172,68.69363771447134
173,45.62259481013403
174,30.34558107460706
175,60.92384772487691
176,51.393279841976806
177,39.96003445644329
178,48.65482221231687
179,71.822221992596
180,49.78774274270661
181,29.705657158522897
182,59.69111662810498
183,68.98945101116138
184,71.26574986417509
185,66.10283295020338
186,67.02069110915721
187,53.40891890785066
188,35.19415737885502
189,23.02087849917623
190,31.53690126280409
191,72.77294721090342
192,52.209026378516114
193,29.766358750418
194,68.46402093429153
195,24.731648394470202
196,32.72408096461059
197,57.5744537062328
198,60.254948314575316
199,36.215681628132586
200,30.245584756616022
201,55.2397613180205
202,32.69699345758669
203,34.973018921902394
204,69.48957222580408
205,59.17701277147572
206,67.31806442802696
207,38.44909576454189
208,50.139890292953666
209,58.33448210428227
210,30.579430222543646
211,30.833834359622212
212,74.65910809282448
213,64.85477610616725
214,39.13324673760787
215,54.693487283885325
216,63.53911094804559
217,62.16803619887362
218,50.95467848802037
219,31.63154455924115
220,32.2659186644663
221,34.01118462827416
222,29.058904366656694
223,55.61436241467969
224,27.83712622062759
225,66.66344234699608
226,64.3299158175301
227,38.26702051386719
228,41.50509222065922
229,40.82125645553649
230,45.47003822304177
231,49.646696523751054
232,36.05926216917871
233,48.315076039618006
234,75.18690702050839
235,64.29849758256626
236,30.918513142718993
237,48.413103725460125
238,68.66307095313726
239,30.9944676146483
240,66.94402459470834
241,72.77759425528433
242,42.97605392949192
243,68.63231673576762
244,69.73292638825373
245,66.08381036907682
246,24.17529467155677
247,44.29404468757281
248,75.81461646816427
249,25.643326221208717
250,67.51967504287701
251,33.93887093157887
252,36.621157253134484
253,49.499022495046304
254,54.46646531262434
255,30.181149041267645
256,55.430817977812055
257,73.33228940568273
258,66.98721779637444
259,30.11324162466847
260,50.65295686181472
261,46.77874261192803
262,27.201324268184244
263,75.42669506392701
264,66.15364537846675
265,27.484307876668193
266,44.682858504355494
267,27.23578023615392
268,64.71919876358147
269,76.64587629943313
270,51.733728660250506
271,74.74931207906596
272,30.998110075710493
273,46.771777264579626
274,30.588077131201352
275,48.23729307194247
276,62.18902117411811
277,34.912824768085244
278,60.17388335334405
279,30.102793007117164
280,62.759664421165795
281,61.09718179534425
282,52.616745713436664
283,56.16265281260312
284,36.083039866617185
285,31.72217957783407
286,30.840572071726037
287,69.90874272926806
288,50.299888768872734
289,36.65874046646021
290,47.97060479636158
291,36.883714887362075
292,56.32814295391232
293,70.52378442475532
294,33.16251816941336
295,70.89153265604999
296,76.6418812942988
297,29.3469601845517
298,40.28082326840049
299,69.44976556572612
300,45.333747607238465
301,77.16060451883715
302,63.073103193589304
303,35.79519573263582
304,61.02444292920266
305,29.24625719608691
306,34.93668442072088
307,70.26024244845996
308,50.63562044581647
309,29.552152594744378
310,69.10593536167096
311,53.69322221542477
312,42.700789089070355
313,45.53537674265499
314,69.91934904420103
315,74.41852829341818
316,37.803934899370525
317,32.709701291849655
318,57.00866342513491
319,35.3111011090156
320,28.421881599641832
321,37.77152818487032
322,70.97080642712217
323,64.19805502163015
324,91.78793460101319
325,34.99045838276233
326,67.68737801588127
327,31.748642711074353
328,46.54012202065107
329,30.087518965396498
330,37.205574878042924
331,79.03897393317257
332,24.09481641684075
333,71.2703868912293
334,58.70869507722937
335,64.1781336361744
336,61.57981293130602
337,25.549700580106894
338,32.551635419443606
339,43.18585394212478
340,71.95071524137576
341,74.92590931197236
342,72.11183421452567
343,64.99874757002314
344,32.47348843533633
345,34.682512774618154
346,38.02443779616645
347,36.70684699070393
348,41.16814010885719
349,25.26271233148164
350,47.71021663098076
351,32.07645426688808
352,52.69946698151198
353,24.761665322525953
354,22.31147053284805
355,31.719352527842126
356,27.26502494694136
357,30.61024765990206
358,32.13325478312286
359,67.83508635541442
360,31.81404846949038
361,29.141012683093795
362,32.99345666492681
363,65.34052229318033
364,52.92683488075507
365,45.99803815447461
366,54.50950014348024
367,29.250027985827142
368,61.16763537690062
369,52.651814217321544
370,37.14485426028408
371,27.14772023377103
372,33.097527319469904
373,71.86867957357008
374,53.28511231072759
375,37.36805669347259
376,27.540489487566852
377,64.85146568270723
378,52.18920276936963
379,65.52605562363334
380,34.38054417482823
381,30.522854853485683
382,59.61840208648961
383,69.97198257735553
384,42.84315104990269
385,62.44200169390169
386,27.243520464119275
387,34.376866689970484
388,56.62070155776409
389,32.01063410243797
390,69.69394487412941
391,64.76456922941102
392,66.18744922661779
393,40.27100563143188
394,77.4142865164532
395,69.51924075924344
396,33.3903451556948
397,26.11661532139724
398,66.2714767332324
399,35.17041848672807
400,46.35552598707349
401,70.22662062724734
402,28.696075576773648
403,67.42321223098043
404,68.72709850491879
405,53.82433024218294
406,30.696319547071774
407,64.58784696180734
408,44.06688818506531
409,29.69135498469451
410,34.81070371032826
411,39.95551776163098
412,36.506270764514476
413,38.72036718320042
414,64.07515097166679
415,47.967496927459486
416,41.98483588275124
417,35.97209904813106
418,30.436594641515807
419,41.76736661975386
420,25.10915893446599
421,41.12901022512033
422,32.58748530476005
423,54.39864016219103
424,27.802071636819825
425,49.40765994343582
426,30.83350578371611
427,32.6646983714766
428,52.592618021964775
429,31.567990542445923
430,61.20584561643129
431,32.39134212139323
432,70.92703267860837
433,62.256011481546274
434,70.1257744531915
435,54.891313294669544
436,29.127575589161044
437,72.90283544692946
438,43.740035987072744
439,49.62272695108001
440,71.4328932890314
441,27.95699194509765
442,70.04473126645584
443,66.50275660754099
444,68.01981064015966
445,67.92715140041828
446,70.336408869429
447,54.34098919793371
448,59.131111902933625
449,71.03988306447104
450,64.94798681367243
451,76.17965180181935
452,27.280000116193353
453,59.202508085602986
454,55.90198307093412
455,49.643183510951815
456,44.078393319899476
457,53.56283951058872
458,38.73135792384216
459,55.603665558299994
460,34.52273618092449
461,35.37761476720131
462,28.931728859217927
463,49.81756771255074
464,26.98140396720479
465,53.87085532006722
466,25.34710000456248
467,62.53775368597472
468,39.99046758435501
469,73.76001682679713
470,59.804085211896634
471,68.46352116580307
472,34.50234161699606
473,35.2342720601172
474,28.669818193279838
475,66.45182044815894
476,26.891453285521045
477,72.5685911884959
478,28.96108862993504
479,57.50310854842001
480,60.684005113694994
481,41.015237928557404
482,70.83222248620208
483,40.036907158711365
484,36.247325209615916
485,62.999637154643466
486,71.13667091000843
487,32.47624810301848
488,72.72394420215034
489,27.419009206788076
490,68.96897062477714
491,39.557206833318766
492,67.56842506257928
493,30.817946094746283
494,68.16705607726072
495,36.03965228575935
496,75.27392743118858
497,66.99011334941662
498,38.876566888205986
499,33.48777535576405
500,56.95141007520451
501,44.84371208695335
502,73.98869732564128
503,30.114997900558574
504,42.774641783456396
505,53.16119605337694
506,41.6395227117697
507,70.5444060252799
508,27.73910619577561
509,83.65504867344126
510,38.93525466037366
511,63.84279697447418
512,29.37515448996002
513,82.01124196026434
514,61.60509544224506
515,39.6788538719085
516,42.81861142259463
517,49.12768907758034
518,39.026552659927475
519,47.725934239715386
520,70.85597622508318
521,70.31542602872759
522,69.42517566310067
523,28.77747413983986
524,36.73376357020279
525,68.27738248496055
526,43.91694094398706
527,51.985250280182115
528,24.546097681812107
529,37.06978154257614
530,32.40385188834057
531,28.972756908290332
532,38.498006473730165
533,58.26592081554489
534,54.737212880422774
535,30.823837926837
536,56.919353712294914
537,76.12957398984274
538,67.86156480596229
539,74.5491136490382
540,61.97274375532341
541,38.75974623130109
542,75.58613716087882
543,48.813941906850566
544,61.31828075222452
545,72.22332465056394
546,72.59892281445974
547,66.83739141361625
548,63.96646085215706
549,51.75116024943579
550,41.29809988589259
551,31.34304670304281
552,53.394519810768735
553,29.291921762809533
554,75.09247397969541
555,46.365680112360764
556,35.344860827428526
557,30.69551850675321
558,72.16927647831783
559,41.30729492020755
560,35.14441487144417
561,67.77335220742562
562,73.7469143563498
563,68.35066873492195
564,28.992161386954145
565,78.68420778935686
566,64.33430254500365
567,42.859799138006316
568,60.3830063954545
569,35.829624209371254
570,71.6224288958179
571,28.061970322979736
572,69.36531044996167
573,57.37894432418048
574,48.90426010145399
575,38.4787645982774
576,41.25843720170394
577,25.7624295971554
578,58.02414459522681
579,29.157316908440063
580,29.824190242080448
581,32.881550876979915
582,74.10338804243655
583,43.40691449016156
584,38.38220229485704
585,30.202582528879663
586,70.97341972629258
587,41.6339170433423
588,47.553004273849545
589,30.576515968019866
590,66.99902246442743
591,42.7807856807103
592,79.39241094623901
593,59.665900532011165
594,62.73328779085043
595,31.25990949560589
596,68.05185084647869
597,42.575451818573846
598,45.70151749829547
599,54.10894932935212
600,32.984749616125335
601,72.10330956864831
602,60.991145233981534
603,71.13164368906442
604,65.53669814209768
605,38.47197025770519
606,36.03860634288005
607,62.62845787816489
608,33.36714516710018
609,30.83641541582551
610,64.86621068247078
611,45.050099758458316
612,35.810224881586834
613,38.78915041124665
614,35.56560662942271
615,38.36648557919315
616,32.808671061711195
617,29.295159381832548
618,54.943406967888684
619,35.371720240402574
620,35.83283275913973
621,56.90063967201395
622,70.1125941637332
623,68.33659330176864
624,36.21851699018552
625,80.8967330303589
626,48.364277785194346
627,69.83044135828472
628,79.64895367418453
629,33.444362638230736
630,34.98569891017368
631,36.141597649156566
632,72.74098019956698
633,40.4871645898389
634,33.04380076858344
635,42.01958239011087
636,33.996069033555884
637,72.81490477280568
638,30.874774237830874
639,76.26249442612979
640,66.37109453818115
641,42.78101389932826
642,36.03892221144957
643,65.32202533461789
644,62.42214672046673
645,29.713720547503485
646,70.54394479725502
647,62.98676887523209
648,55.98160143370978
649,82.17347933955568
650,29.237616364096453
651,33.68335409868922
652,18.801324432589812
653,33.478954846133185
654,29.935469528373403
655,42.58768938648272
656,28.552211095680423
657,77.3672166446388
658,35.50025173019066
659,41.69261577171029
660,40.0553600644792
661,26.645643748453217
662,29.09661829562667
663,33.686462070496304
664,40.68662703349844
665,72.81931742698139
666,25.81760126242954
667,40.750032019632215
668,62.84673698773093
669,33.33458559269558
670,32.32087631877337
671,31.645236485852003
672,22.194653365048225
673,35.270697102210775
674,34.94567203247844
675,71.90760349949083
676,48.8329838854403
677,33.22516245771468
678,34.99569044552175
679,76.98556470889451
680,67.51356426654185
681,41.59908451541698
682,35.53470797496804
683,52.98798690306508
684,30.075331365495238
685,49.56012741162825
686,68.71483942526102
687,35.60519537626414
688,77.81525666472987
689,60.26778090166546
690,36.38810358422331
691,60.750028015218454
692,57.599220412489835
693,36.70476044458612
694,27.042247117614778
695,70.25225553411477
696,54.30483091846267
697,72.62159460614922
698,76.89387411689594
699,33.235813901094104
700,56.44881480765281
701,39.57061833236567
702,28.338301067185007
703,33.92613579899889
704,32.37245081588448
705,28.960333418559657
706,42.697840266090395
707,67.77551527099654
708,54.721728555059336
709,44.12436665864132
710,64.27472347046665
711,55.732750263335795
712,34.59194673609908
713,70.98255401239743
714,70.91828213608477
715,20.949751871621388
716,28.776331914070852
717,65.32664051409782
718,36.86508904298024
719,43.49261004076671
720,69.86629481318069
721,69.14127170518147
722,30.732166057858343
723,30.414010858530894
724,63.718210478666656
725,42.887326097253
726,31.989848162315536
727,57.16203773614998
728,73.76963770576097
729,30.8715638064068
730,30.48256076300864
731,50.47118455978766
732,30.69879465214112
733,45.364287457167414
734,46.642815441107096
735,28.060525182971368
736,66.01329544398357
737,45.27087800789912
738,40.69425670449655
739,27.56080122054017
740,31.664535472838217
741,67.91812758208624
742,49.35287421097914
743,38.84679735748457
744,32.25998739915027
745,51.191567527400494
746,59.15385804616181
747,56.85020634948698
748,33.864173934152596
749,42.58934878474519
750,72.18420506049358
751,45.0483590087909
752,89.43248676199735
753,41.192501355947655
754,37.22362460978895
755,45.85753359708983
756,22.30111076363638
757,72.1711264660875
758,67.6858916981187
759,58.386478167321535
760,29.359898751314336
761,43.78222323000809
762,43.08413014753128
763,37.83221646203318
764,71.32538758384769
765,69.71536600573806
766,28.329684947169703
767,96.407290643152
768,32.126715739578145
769,43.90930559882592
770,31.161292810064293
771,72.44475302448421
772,66.89101266806423
773,27.193060790431055
774,30.299832622674572
775,41.53742965752361
776,38.26177152114965
777,30.637225074688505
778,32.486639679641584
779,35.223327187542985
780,45.57497462352401
781,48.16480959281664
782,74.1117935239994
783,76.56075526908633
784,39.2739396099343
785,28.721654949392587
786,53.2864749564133
787,67.39335457759276
788,68.2639671684814
789,41.86999155795403
790,67.65351747962856
791,33.074503260651575
792,30.687691310393447
793,34.52500290175828
794,74.08945105724453
795,38.229343354615004
796,46.194878951006274
797,32.226334698948676
798,70.96402752819773
799,71.60070874719199
800,65.09494821485781
801,49.81237064600223
802,28.202220241708826
803,52.531449818589884
804,73.6482672215854
805,66.34595178993253
806,63.67461400349093
807,56.33294098318181
808,65.35209039666921
809,48.99215588647969
810,76.4494954920246
811,48.40044230241742
812,30.999279966208203
813,72.81294217602155
814,51.029457745423215
815,76.38552744491719
816,27.188218779877673
817,48.967789623321515
818,70.7177784179544
819,33.1561174006855
820,37.453191440364584
821,48.30022498207218
822,48.43747675163242
823,62.82442621896295
824,71.31650703508652
825,80.76215916123209
826,53.47532665274166
827,40.81223384492657
828,27.81899036878304
829,39.01007798972064
830,33.62420612059961
831,69.19672880525724
832,44.430367774730485
833,48.6637780262867
834,28.6330198825412
835,66.37552567913988
836,27.807642701919804
837,31.498850275300626
838,33.637364923021636
839,53.92503493734339
840,70.52360789316826
841,74.5747270924223
842,61.185489597357225
843,51.774594684968164
844,88.19036812847955
845,35.98206306441271
846,44.62185834568277
847,33.69356272582533
848,70.95820102349286
849,40.95067988902555
850,28.30440968105524
851,57.852097778500514
852,48.84075444890337
853,31.665499572913614
854,31.069030888839663
855,31.2888432230678
856,61.293483698151036
857,31.375860087025078
858,33.638869015433926
859,67.09325138407547
860,31.842381314807383
861,38.97664911967366
862,49.60586611495968
863,29.426396399344284
864,28.55284724606303
865,47.79514347431444
866,79.44410683063492
867,30.519553808041387
868,43.502899220927
869,60.293202276702985
870,26.972209483324264
871,28.254119445651902
872,59.47922349753571
873,48.64615096530812
874,18.02988343169366
875,70.75692311882308
876,31.7391465733217
877,34.91404037254595
878,42.77195387317329
879,28.443000329560867
880,31.11227112424261
881,32.42965439269453
882,76.2354221463826
883,33.95220501548708
884,49.706240860349254
885,28.34617744344731
886,55.71084888509693
887,53.32132366385501
888,75.19201027463285
889,56.74482736836595
890,33.39904707689914
891,29.43457054724456
892,73.7590654934175
893,34.84281750832748
894,38.41480954905867
895,21.55673497624594
896,51.46083057980029
897,46.599910233860314
898,42.923010730164116
899,68.63304683196465
900,25.721104636028223
901,68.61714286924195
902,78.26771035498567
903,73.70626645165481
904,57.08569406324663
905,80.35487109687799
906,45.68894411376152
907,71.24567988561444
908,48.496538274252956
909,50.89675077739782
910,51.5600315476985
911,72.1385126829845
912,74.94936325849073
913,68.43728540319788
914,32.406627948010126
915,43.03699197071486
916,59.721521818969414
917,52.39020330124566
918,28.19729759017689
919,35.24181562594345
920,25.859004503216646
921,33.922941664542975
922,50.275653426384025
923,37.23624811135598
924,65.7261609045137
925,81.55678665441381
926,56.856956873238914
927,35.93197652234059
928,37.37024056411365
929,30.522191961635084
930,35.53930932661315
931,32.477022216892635
932,30.782144574584194
933,57.405827601331026
934,29.257992798292797
935,49.31130744845619
936,66.28543084183762
937,21.99825162638287
938,69.27670227780783
939,60.5180832584158
940,62.048659026571414
941,41.99404623882489
942,42.969878998467514
943,61.1504751135857
944,26.314627879004597
945,65.31926672190976
946,35.440831532625296
947,59.91778240204836
948,58.3030397706893
949,46.88576088497716
950,28.682122314102983
951,48.01525368274349
952,56.48063572161201
953,52.06348054439319
954,40.16602630447816
955,91.24887177537263
956,62.74876639283268
957,41.19378215008918
958,45.893275024922495
959,31.108248320878488
960,34.22669949146052
961,44.08885861971574
962,30.145601421210664
963,70.71366823814085
964,48.988723319681284
965,38.251950648283575
966,32.15124086482466
967,67.13729696604057
968,31.934667657332046
969,27.36685032025541
970,67.25597815745218
971,34.719888161992394
972,31.27929326106504
973,36.720742668139636
974,39.4777333385413
975,33.328896835702636
976,59.633684623605845
977,68.64106687780176
978,68.7244897496107
979,29.796823468832653
980,49.984558330130774
981,35.14878498509298
982,63.684983088181184
983,32.027045429656255
984,52.60169584750126
985,40.15728313944795
986,30.98453496534974
987,72.63192952328427
988,28.902385096132242
989,73.14602250715794
990,39.512986908156904
991,51.20376824203805
992,40.89528029794714
993,28.20380701071786
994,70.97380497258504
995,20.76266353269623
996,49.39097462382033
997,26.500135513811358
998,75.7984454414698
999,32.469406964843714
1000,29.361671190593498
1001,62.505953765070444
1002,34.324287385888425
1003,57.04344815041817
1004,57.43004411264429
1005,27.226757303183778
1006,77.11467579887702
1007,32.601534600069655
1008,54.361389093656825
1009,33.06671640518239
1010,76.64031526792448
1011,29.112221560881853
1012,30.339602710656855
1013,72.8624147382693
1014,55.44431709595199
1015,70.63369032342149
1016,39.87420572776903
1017,52.67040070944104
1018,31.943652234773385
1019,72.71046533233437
1020,27.976273764837146
1021,39.98719787750085
1022,43.404877195546916
1023,66.44291683884548
1024,64.44062375591473
1025,27.295639369055053
1026,32.96326933587575
1027,29.879278868530278
1028,26.152779901007765
1029,32.26836579622136
1030,66.34016387560055
1031,33.54187360151057
1032,36.270912775028485
1033,31.138239992027867
1034,29.916542581682336
1035,65.61851576746632
1036,73.71065636023964
1037,67.55375481218883
1038,54.452419067367
1039,66.09231837354977
1040,56.99838032619479
1041,26.05440105471786
1042,65.39148821115239
1043,71.40753043343966
1044,25.788756441903256
1045,69.65750097620241
1046,30.962091154164536
1047,32.14347356148141
1048,44.49154909980552
1049,32.05030151837105
1050,31.25267405275379
1051,69.70624420758321
1052,42.19764756861819
1053,56.9501709065757
1054,64.62329700705892
1055,37.66591784856518
1056,29.99963233701182
1057,30.465874014380624
1058,54.27854713680129
1059,31.726667858044845
1060,67.64903806804526
1061,48.876328558232565
1062,69.10725204519977
1063,57.28751221464326
1064,40.555472676210826
1065,53.10526480911247
1066,50.79345950090771
1067,50.515457935266234
1068,29.681874565429645
1069,36.33123774425409
1070,38.161948248373776
1071,24.903675507282983
1072,41.662992109239475
1073,34.282844225339396
1074,61.73422792953263
1075,36.862729005655375
1076,75.80324499223445
1077,40.81835573441805
1078,56.497099567103355
1079,50.30567393671588
1080,35.24641754103251
1081,31.055565797679662
1082,27.84517199645762
1083,76.51979762546986
1084,59.48077864123325
1085,30.314874171914518
1086,33.95137987637691
1087,63.0139540215616
1088,31.244264599219225
1089,40.85601626958675
1090,31.249314590123767
1091,75.26479436706855
1092,66.49761932259284
1093,31.806545543495588
1094,31.41920616433376
1095,75.5904625366153
1096,37.58344392433345
1097,71.57584094686305
1098,70.8880565207838
1099,74.24987360662146
1100,27.580579793424448
1101,27.30400132650666
1102,59.924274184918715
1103,32.63068208454381
1104,64.33633476615402
1105,36.55225551974066
1106,64.74756172901097
1107,57.87011475652891
1108,23.599199544953805
1109,55.6242191033592
1110,47.92057327080837
1111,51.2485452621172
1112,51.64020644880283
1113,35.72730316479676
1114,66.69760376698514
1115,64.80818826383924
1116,51.17219145399015
1117,38.70043979622334
1118,62.743694270421514
1119,38.52740399931716
1120,39.719501269876766
1121,31.33285280779679
1122,33.5986740699354
1123,35.5893312600993
1124,67.68898682633687
1125,22.548504114564636
1126,62.88098993733125
1127,48.264545745742325
1128,38.81747358187579
1129,41.22187479700497
1130,62.12391187498268
1131,75.92959512867176
1132,38.87557031037339
1133,37.43603708159223
1134,64.45583687799137
1135,51.662805886747925
1136,44.49206805232651
1137,50.4402882048477
1138,48.57366948354553
1139,42.64187686000065
1140,47.38239481389537
1141,43.6004399019982
1142,73.11061124675487
1143,26.353546704808803
1144,66.57037968383065
1145,70.49573279424729
1146,32.3469924502411
1147,47.84265967419343
1148,30.93165200882209
1149,69.727908997614
1150,28.318722265042172
1151,33.46259724818974
1152,28.62898439688479
1153,57.66720838525703
1154,30.861487306517546
1155,37.63357789231801
1156,25.919001522866843
1157,67.10273304536837
1158,64.36636779832334
1159,63.57444404745169
1160,30.971056139297836
1161,59.56334520823113
1162,75.20041342389706
1163,27.166564064586872
1164,71.75797877819286
1165,63.04195057036834
1166,70.87350972256344
1167,71.8192956577554
1168,31.44787166934213
1169,46.916467722610804
1170,24.942281437609786
1171,70.35814750226561
1172,30.00547651869491
1173,61.50100848522453
1174,63.84378890598296
1175,43.32182517227411
1176,56.1018714039286
1177,68.65409444035983
1178,37.0024422993687
1179,31.420662125835396
1180,40.00568257003884
1181,66.27816064765192
1182,52.04158184635911
1183,31.947962659991628
1184,37.985032458051045
1185,42.06733692350273
1186,66.9439101432351
1187,48.4890050462967
1188,22.915312512116905
1189,28.428456554536307
1190,28.391777002977115
1191,59.634007750631525
1192,43.32786274334201
1193,35.77672920766528
1194,39.08985690902912
1195,43.63139880095089
1196,30.673529745874013
1197,68.09173761012451
1198,31.357745778906384
1199,51.484759303961134
1200,69.08594079573007
1201,35.22604567109104
1202,74.79364076135967
1203,58.53548398723316
1204,61.522927795783815
1205,31.21036270537131
1206,35.3570010827133
1207,67.73656515301623
1208,43.5462391442237
1209,64.69848264426136
1210,52.23520827850163
1211,44.873275486687845
1212,88.65200056448256
1213,48.086743438330686
1214,70.18574139529262
1215,61.77550315179194
1216,27.00384078728254
1217,50.5920336246721
1218,28.872007521247863
1219,62.42465549068873
1220,37.39575677842236
1221,42.311983404881786
1222,39.642959871264544
1223,35.79396371787139
1224,30.87509270831155
1225,55.95907836382232
1226,72.62403980823098
1227,59.83884181068924
1228,37.2914681548576
1229,74.56887492228202
